Testname,Listener,Trial,Condition,Ratingscore
SiSEC08,Listener_48,nodrums_inst_sim_3,Algo30,76
SiSEC08,Listener_48,nodrums_inst_sim_3,Algo32,10
SiSEC08,Listener_48,nodrums_inst_sim_3,Algo34,10
SiSEC08,Listener_48,nodrums_inst_sim_3,anchor,8
SiSEC08,Listener_48,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo8,41
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo21,41
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo22,53
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo24,45
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo25,13
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo27,15
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo30,64
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo32,23
SiSEC08,Listener_48,wdrums_inst_sim_1,Algo34,11
SiSEC08,Listener_48,wdrums_inst_sim_1,anchor,8
SiSEC08,Listener_48,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo8,9
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo21,34
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo22,15
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo24,38
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo25,6
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo27,15
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo30,44
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo32,6
SiSEC08,Listener_48,wdrums_inst_sim_2,Algo34,7
SiSEC08,Listener_48,wdrums_inst_sim_2,anchor,2
SiSEC08,Listener_48,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo8,40
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo21,68
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo22,90
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo24,63
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo25,13
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo27,56
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo30,60
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo32,20
SiSEC08,Listener_48,wdrums_inst_sim_3,Algo34,12
SiSEC08,Listener_48,wdrums_inst_sim_3,anchor,7
SiSEC08,Listener_50,female_inst_sim_1,orig,100
SiSEC08,Listener_50,female_inst_sim_1,Algo8,38
SiSEC08,Listener_50,female_inst_sim_1,Algo21,41
SiSEC08,Listener_50,female_inst_sim_1,Algo22,44
SiSEC08,Listener_50,female_inst_sim_1,Algo24,40
SiSEC08,Listener_50,female_inst_sim_1,Algo25,25
SiSEC08,Listener_50,female_inst_sim_1,Algo27,40
SiSEC08,Listener_50,female_inst_sim_1,Algo30,41
SiSEC08,Listener_50,female_inst_sim_1,Algo32,15
SiSEC08,Listener_50,female_inst_sim_1,Algo34,20
SiSEC08,Listener_50,female_inst_sim_1,anchor,13
SiSEC08,Listener_50,female_inst_sim_2,orig,100
SiSEC08,Listener_50,female_inst_sim_2,Algo8,34
SiSEC08,Listener_50,female_inst_sim_2,Algo21,25
SiSEC08,Listener_50,female_inst_sim_2,Algo22,33
SiSEC08,Listener_50,female_inst_sim_2,Algo24,36
SiSEC08,Listener_50,female_inst_sim_2,Algo25,26
SiSEC08,Listener_50,female_inst_sim_2,Algo27,30
SiSEC08,Listener_50,female_inst_sim_2,Algo30,26
SiSEC08,Listener_50,female_inst_sim_2,Algo32,13
SiSEC08,Listener_50,female_inst_sim_2,Algo34,21
SiSEC08,Listener_50,female_inst_sim_2,anchor,13
SiSEC08,Listener_50,female_inst_sim_3,orig,100
SiSEC08,Listener_50,female_inst_sim_3,Algo8,32
SiSEC08,Listener_50,female_inst_sim_3,Algo21,35
SiSEC08,Listener_50,female_inst_sim_3,Algo22,38
SiSEC08,Listener_50,female_inst_sim_3,Algo24,39
SiSEC08,Listener_50,female_inst_sim_3,Algo25,29
SiSEC08,Listener_50,female_inst_sim_3,Algo27,38
SiSEC08,Listener_50,female_inst_sim_3,Algo30,39
SiSEC08,Listener_50,female_inst_sim_3,Algo32,13
SiSEC08,Listener_50,female_inst_sim_3,Algo34,23
SiSEC08,Listener_50,female_inst_sim_3,anchor,10
SiSEC08,Listener_50,female_inst_sim_4,orig,100
SiSEC08,Listener_50,female_inst_sim_4,Algo8,34
SiSEC08,Listener_50,female_inst_sim_4,Algo21,34
SiSEC08,Listener_50,female_inst_sim_4,Algo22,35
SiSEC08,Listener_50,female_inst_sim_4,Algo24,35
SiSEC08,Listener_50,female_inst_sim_4,Algo25,27
SiSEC08,Listener_50,female_inst_sim_4,Algo27,34
SiSEC08,Listener_50,female_inst_sim_4,Algo30,35
SiSEC08,Listener_50,female_inst_sim_4,Algo32,10
SiSEC08,Listener_50,female_inst_sim_4,Algo34,27
SiSEC08,Listener_50,female_inst_sim_4,anchor,10
SiSEC08,Listener_50,male_inst_sim_1,orig,100
SiSEC08,Listener_50,male_inst_sim_1,Algo8,52
SiSEC08,Listener_50,male_inst_sim_1,Algo21,49
SiSEC08,Listener_50,male_inst_sim_1,Algo22,53
SiSEC08,Listener_50,male_inst_sim_1,Algo24,53
SiSEC08,Listener_50,male_inst_sim_1,Algo25,41
SiSEC08,Listener_50,male_inst_sim_1,Algo27,49
SiSEC08,Listener_50,male_inst_sim_1,Algo30,53
SiSEC08,Listener_50,male_inst_sim_1,Algo32,28
SiSEC08,Listener_50,male_inst_sim_1,Algo34,41
SiSEC08,Listener_50,male_inst_sim_1,anchor,20
SiSEC08,Listener_50,male_inst_sim_2,orig,100
SiSEC08,Listener_50,male_inst_sim_2,Algo8,37
SiSEC08,Listener_50,male_inst_sim_2,Algo21,31
SiSEC08,Listener_50,male_inst_sim_2,Algo22,35
SiSEC08,Listener_50,male_inst_sim_2,Algo24,35
SiSEC08,Listener_50,male_inst_sim_2,Algo25,31
SiSEC08,Listener_50,male_inst_sim_2,Algo27,37
SiSEC08,Listener_50,male_inst_sim_2,Algo30,35
SiSEC08,Listener_50,male_inst_sim_2,Algo32,24
SiSEC08,Listener_50,male_inst_sim_2,Algo34,30
SiSEC08,Listener_50,male_inst_sim_2,anchor,20
SiSEC08,Listener_50,male_inst_sim_3,orig,100
SiSEC08,Listener_50,male_inst_sim_3,Algo8,41
SiSEC08,Listener_50,male_inst_sim_3,Algo21,37
SiSEC08,Listener_50,male_inst_sim_3,Algo22,46
SiSEC08,Listener_50,male_inst_sim_3,Algo24,37
SiSEC08,Listener_50,male_inst_sim_3,Algo25,35
SiSEC08,Listener_50,male_inst_sim_3,Algo27,36
SiSEC08,Listener_50,male_inst_sim_3,Algo30,41
SiSEC08,Listener_50,male_inst_sim_3,Algo32,23
SiSEC08,Listener_50,male_inst_sim_3,Algo34,35
SiSEC08,Listener_50,male_inst_sim_3,anchor,20
SiSEC08,Listener_50,male_inst_sim_4,orig,100
SiSEC08,Listener_50,male_inst_sim_4,Algo8,47
SiSEC08,Listener_50,male_inst_sim_4,Algo21,46
SiSEC08,Listener_50,male_inst_sim_4,Algo22,52
SiSEC08,Listener_50,male_inst_sim_4,Algo24,47
SiSEC08,Listener_50,male_inst_sim_4,Algo25,31
SiSEC08,Listener_50,male_inst_sim_4,Algo27,47
SiSEC08,Listener_50,male_inst_sim_4,Algo30,47
SiSEC08,Listener_50,male_inst_sim_4,Algo32,25
SiSEC08,Listener_50,male_inst_sim_4,Algo34,27
SiSEC08,Listener_50,male_inst_sim_4,anchor,20
SiSEC08,Listener_50,nodrums_inst_sim_1,orig,100
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo8,36
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo21,36
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo22,67
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo24,37
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo25,33
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo27,36
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo30,45
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo32,20
SiSEC08,Listener_50,nodrums_inst_sim_1,Algo34,14
SiSEC08,Listener_50,nodrums_inst_sim_1,anchor,11
SiSEC08,Listener_50,nodrums_inst_sim_2,orig,100
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo8,42
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo21,33
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo22,56
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo24,36
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo25,32
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo27,43
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo30,36
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo32,24
SiSEC08,Listener_50,nodrums_inst_sim_2,Algo34,5
SiSEC08,Listener_50,nodrums_inst_sim_2,anchor,10
SiSEC08,Listener_50,nodrums_inst_sim_3,orig,99
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo8,99
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo21,87
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo22,100
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo24,44
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo25,31
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo27,99
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo30,96
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo32,17
SiSEC08,Listener_50,nodrums_inst_sim_3,Algo34,2
SiSEC08,Listener_50,nodrums_inst_sim_3,anchor,10
SiSEC08,Listener_50,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo8,35
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo21,35
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo22,44
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo24,41
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo25,35
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo27,39
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo30,48
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo32,41
SiSEC08,Listener_50,wdrums_inst_sim_1,Algo34,33
SiSEC08,Listener_50,wdrums_inst_sim_1,anchor,20
SiSEC08,Listener_50,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo8,30
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo21,46
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo22,42
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo24,40
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo25,25
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo27,25
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo30,43
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo32,35
SiSEC08,Listener_50,wdrums_inst_sim_2,Algo34,36
SiSEC08,Listener_50,wdrums_inst_sim_2,anchor,21
SiSEC08,Listener_50,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo8,51
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo21,51
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo22,69
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo24,56
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo25,34
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo27,51
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo30,51
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo32,41
SiSEC08,Listener_50,wdrums_inst_sim_3,Algo34,34
SiSEC08,Listener_50,wdrums_inst_sim_3,anchor,21
SiSEC08,Listener_51,female_inst_sim_1,orig,100
SiSEC08,Listener_51,female_inst_sim_1,Algo8,54
SiSEC08,Listener_51,female_inst_sim_1,Algo21,67
SiSEC08,Listener_51,female_inst_sim_1,Algo22,72
SiSEC08,Listener_51,female_inst_sim_1,Algo24,75
SiSEC08,Listener_51,female_inst_sim_1,Algo25,15
SiSEC08,Listener_51,female_inst_sim_1,Algo27,56
SiSEC08,Listener_51,female_inst_sim_1,Algo30,64
SiSEC08,Listener_51,female_inst_sim_1,Algo32,26
SiSEC08,Listener_51,female_inst_sim_1,Algo34,15
SiSEC08,Listener_51,female_inst_sim_1,anchor,0
SiSEC08,Listener_51,female_inst_sim_2,orig,100
SiSEC08,Listener_51,female_inst_sim_2,Algo8,26
SiSEC08,Listener_51,female_inst_sim_2,Algo21,16
SiSEC08,Listener_51,female_inst_sim_2,Algo22,42
SiSEC08,Listener_51,female_inst_sim_2,Algo24,31
SiSEC08,Listener_51,female_inst_sim_2,Algo25,23
SiSEC08,Listener_51,female_inst_sim_2,Algo27,26
SiSEC08,Listener_51,female_inst_sim_2,Algo30,30
SiSEC08,Listener_51,female_inst_sim_2,Algo32,2
SiSEC08,Listener_51,female_inst_sim_2,Algo34,8
SiSEC08,Listener_51,female_inst_sim_2,anchor,0
SiSEC08,Listener_51,female_inst_sim_3,orig,100
SiSEC08,Listener_51,female_inst_sim_3,Algo8,28
SiSEC08,Listener_51,female_inst_sim_3,Algo21,7
SiSEC08,Listener_51,female_inst_sim_3,Algo22,45
SiSEC08,Listener_51,female_inst_sim_3,Algo24,26
SiSEC08,Listener_51,female_inst_sim_3,Algo25,4
SiSEC08,Listener_51,female_inst_sim_3,Algo27,31
SiSEC08,Listener_51,female_inst_sim_3,Algo30,30
SiSEC08,Listener_51,female_inst_sim_3,Algo32,3
SiSEC08,Listener_51,female_inst_sim_3,Algo34,14
SiSEC08,Listener_51,female_inst_sim_3,anchor,0
SiSEC08,Listener_51,female_inst_sim_4,orig,100
SiSEC08,Listener_51,female_inst_sim_4,Algo8,53
SiSEC08,Listener_51,female_inst_sim_4,Algo21,54
SiSEC08,Listener_51,female_inst_sim_4,Algo22,51
SiSEC08,Listener_51,female_inst_sim_4,Algo24,50
SiSEC08,Listener_51,female_inst_sim_4,Algo25,5
SiSEC08,Listener_51,female_inst_sim_4,Algo27,50
SiSEC08,Listener_51,female_inst_sim_4,Algo30,50
SiSEC08,Listener_51,female_inst_sim_4,Algo32,30
SiSEC08,Listener_51,female_inst_sim_4,Algo34,12
SiSEC08,Listener_51,female_inst_sim_4,anchor,0
SiSEC08,Listener_51,male_inst_sim_1,orig,100
SiSEC08,Listener_51,male_inst_sim_1,Algo8,57
SiSEC08,Listener_51,male_inst_sim_1,Algo21,55
SiSEC08,Listener_51,male_inst_sim_1,Algo22,60
SiSEC08,Listener_51,male_inst_sim_1,Algo24,57
SiSEC08,Listener_51,male_inst_sim_1,Algo25,36
SiSEC08,Listener_51,male_inst_sim_1,Algo27,54
SiSEC08,Listener_51,male_inst_sim_1,Algo30,54
SiSEC08,Listener_51,male_inst_sim_1,Algo32,10
SiSEC08,Listener_51,male_inst_sim_1,Algo34,27
SiSEC08,Listener_51,male_inst_sim_1,anchor,0
SiSEC08,Listener_51,male_inst_sim_2,orig,100
SiSEC08,Listener_51,male_inst_sim_2,Algo8,27
SiSEC08,Listener_51,male_inst_sim_2,Algo21,7
SiSEC08,Listener_51,male_inst_sim_2,Algo22,19
SiSEC08,Listener_51,male_inst_sim_2,Algo24,28
SiSEC08,Listener_51,male_inst_sim_2,Algo25,10
SiSEC08,Listener_51,male_inst_sim_2,Algo27,17
SiSEC08,Listener_51,male_inst_sim_2,Algo30,30
SiSEC08,Listener_51,male_inst_sim_2,Algo32,4
SiSEC08,Listener_51,male_inst_sim_2,Algo34,10
SiSEC08,Listener_51,male_inst_sim_2,anchor,0
SiSEC08,Listener_51,male_inst_sim_3,orig,100
SiSEC08,Listener_51,male_inst_sim_3,Algo8,30
SiSEC08,Listener_51,male_inst_sim_3,Algo21,22
SiSEC08,Listener_51,male_inst_sim_3,Algo22,40
SiSEC08,Listener_51,male_inst_sim_3,Algo24,25
SiSEC08,Listener_51,male_inst_sim_3,Algo25,7
SiSEC08,Listener_51,male_inst_sim_3,Algo27,20
SiSEC08,Listener_51,male_inst_sim_3,Algo30,29
SiSEC08,Listener_51,male_inst_sim_3,Algo32,3
SiSEC08,Listener_51,male_inst_sim_3,Algo34,13
SiSEC08,Listener_51,male_inst_sim_3,anchor,0
SiSEC08,Listener_51,male_inst_sim_4,orig,100
SiSEC08,Listener_51,male_inst_sim_4,Algo8,38
SiSEC08,Listener_51,male_inst_sim_4,Algo21,36
SiSEC08,Listener_51,male_inst_sim_4,Algo22,45
SiSEC08,Listener_51,male_inst_sim_4,Algo24,39
SiSEC08,Listener_51,male_inst_sim_4,Algo25,17
SiSEC08,Listener_51,male_inst_sim_4,Algo27,36
SiSEC08,Listener_51,male_inst_sim_4,Algo30,39
SiSEC08,Listener_51,male_inst_sim_4,Algo32,11
SiSEC08,Listener_51,male_inst_sim_4,Algo34,19
SiSEC08,Listener_51,male_inst_sim_4,anchor,0
SiSEC08,Listener_51,nodrums_inst_sim_1,orig,100
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo8,35
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo21,35
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo22,66
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo24,30
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo25,14
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo27,46
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo30,42
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo32,6
SiSEC08,Listener_51,nodrums_inst_sim_1,Algo34,22
SiSEC08,Listener_51,nodrums_inst_sim_1,anchor,0
SiSEC08,Listener_51,nodrums_inst_sim_2,orig,100
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo8,33
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo21,17
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo22,53
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo24,43
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo25,27
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo27,36
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo30,48
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo32,2
SiSEC08,Listener_51,nodrums_inst_sim_2,Algo34,1
SiSEC08,Listener_51,nodrums_inst_sim_2,anchor,0
SiSEC08,Listener_51,nodrums_inst_sim_3,orig,100
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo8,88
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo21,84
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo22,99
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo24,74
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo25,28
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo27,88
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo30,85
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo32,8
SiSEC08,Listener_51,nodrums_inst_sim_3,Algo34,6
SiSEC08,Listener_51,nodrums_inst_sim_3,anchor,0
SiSEC08,Listener_51,wdrums_inst_sim_1,orig,100
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo8,39
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo21,29
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo22,53
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo24,10
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo25,8
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo27,18
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo30,33
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo32,42
SiSEC08,Listener_51,wdrums_inst_sim_1,Algo34,3
SiSEC08,Listener_51,wdrums_inst_sim_1,anchor,0
SiSEC08,Listener_51,wdrums_inst_sim_2,orig,100
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo8,10
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo21,50
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo22,47
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo24,29
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo25,4
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo27,16
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo30,43
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo32,37
SiSEC08,Listener_51,wdrums_inst_sim_2,Algo34,25
SiSEC08,Listener_51,wdrums_inst_sim_2,anchor,0
SiSEC08,Listener_51,wdrums_inst_sim_3,orig,100
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo8,64
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo21,66
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo22,76
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo24,59
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo25,7
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo27,67
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo30,69
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo32,29
SiSEC08,Listener_51,wdrums_inst_sim_3,Algo34,7
SiSEC08,Listener_51,wdrums_inst_sim_3,anchor,0
SiSEC08,Listener_53,female_inst_sim_1,orig,100
SiSEC08,Listener_53,female_inst_sim_1,Algo8,50
SiSEC08,Listener_53,female_inst_sim_1,Algo21,48
SiSEC08,Listener_53,female_inst_sim_1,Algo22,48
SiSEC08,Listener_53,female_inst_sim_1,Algo24,50
SiSEC08,Listener_53,female_inst_sim_1,Algo25,32
SiSEC08,Listener_53,female_inst_sim_1,Algo27,44
SiSEC08,Listener_53,female_inst_sim_1,Algo30,46
SiSEC08,Listener_53,female_inst_sim_1,Algo32,28
SiSEC08,Listener_53,female_inst_sim_1,Algo34,34
SiSEC08,Listener_53,female_inst_sim_1,anchor,20
SiSEC08,Listener_53,female_inst_sim_2,orig,100
SiSEC08,Listener_53,female_inst_sim_2,Algo8,36
SiSEC08,Listener_53,female_inst_sim_2,Algo21,34
SiSEC08,Listener_53,female_inst_sim_2,Algo22,42
SiSEC08,Listener_53,female_inst_sim_2,Algo24,36
SiSEC08,Listener_53,female_inst_sim_2,Algo25,28
SiSEC08,Listener_53,female_inst_sim_2,Algo27,32
SiSEC08,Listener_53,female_inst_sim_2,Algo30,32
SiSEC08,Listener_53,female_inst_sim_2,Algo32,22
SiSEC08,Listener_53,female_inst_sim_2,Algo34,26
SiSEC08,Listener_53,female_inst_sim_2,anchor,18
SiSEC08,Listener_53,female_inst_sim_3,orig,100
SiSEC08,Listener_53,female_inst_sim_3,Algo8,40
SiSEC08,Listener_53,female_inst_sim_3,Algo21,38
SiSEC08,Listener_53,female_inst_sim_3,Algo22,44
SiSEC08,Listener_53,female_inst_sim_3,Algo24,38
SiSEC08,Listener_53,female_inst_sim_3,Algo25,30
SiSEC08,Listener_53,female_inst_sim_3,Algo27,40
SiSEC08,Listener_53,female_inst_sim_3,Algo30,42
SiSEC08,Listener_53,female_inst_sim_3,Algo32,26
SiSEC08,Listener_53,female_inst_sim_3,Algo34,32
SiSEC08,Listener_53,female_inst_sim_3,anchor,20
SiSEC08,Listener_53,female_inst_sim_4,orig,100
SiSEC08,Listener_53,female_inst_sim_4,Algo8,39
SiSEC08,Listener_53,female_inst_sim_4,Algo21,40
SiSEC08,Listener_53,female_inst_sim_4,Algo22,44
SiSEC08,Listener_53,female_inst_sim_4,Algo24,48
SiSEC08,Listener_53,female_inst_sim_4,Algo25,28
SiSEC08,Listener_53,female_inst_sim_4,Algo27,42
SiSEC08,Listener_53,female_inst_sim_4,Algo30,42
SiSEC08,Listener_53,female_inst_sim_4,Algo32,26
SiSEC08,Listener_53,female_inst_sim_4,Algo34,30
SiSEC08,Listener_53,female_inst_sim_4,anchor,20
SiSEC08,Listener_53,male_inst_sim_1,orig,100
SiSEC08,Listener_53,male_inst_sim_1,Algo8,42
SiSEC08,Listener_53,male_inst_sim_1,Algo21,40
SiSEC08,Listener_53,male_inst_sim_1,Algo22,44
SiSEC08,Listener_53,male_inst_sim_1,Algo24,44
SiSEC08,Listener_53,male_inst_sim_1,Algo25,34
SiSEC08,Listener_53,male_inst_sim_1,Algo27,42
SiSEC08,Listener_53,male_inst_sim_1,Algo30,42
SiSEC08,Listener_53,male_inst_sim_1,Algo32,32
SiSEC08,Listener_53,male_inst_sim_1,Algo34,34
SiSEC08,Listener_53,male_inst_sim_1,anchor,20
SiSEC08,Listener_53,male_inst_sim_2,orig,100
SiSEC08,Listener_53,male_inst_sim_2,Algo8,26
SiSEC08,Listener_53,male_inst_sim_2,Algo21,30
SiSEC08,Listener_53,male_inst_sim_2,Algo22,36
SiSEC08,Listener_53,male_inst_sim_2,Algo24,32
SiSEC08,Listener_53,male_inst_sim_2,Algo25,24
SiSEC08,Listener_53,male_inst_sim_2,Algo27,30
SiSEC08,Listener_53,male_inst_sim_2,Algo30,34
SiSEC08,Listener_53,male_inst_sim_2,Algo32,22
SiSEC08,Listener_53,male_inst_sim_2,Algo34,24
SiSEC08,Listener_53,male_inst_sim_2,anchor,18
SiSEC08,Listener_53,male_inst_sim_3,orig,100
SiSEC08,Listener_53,male_inst_sim_3,Algo8,32
SiSEC08,Listener_53,male_inst_sim_3,Algo21,32
SiSEC08,Listener_53,male_inst_sim_3,Algo22,36
SiSEC08,Listener_53,male_inst_sim_3,Algo24,26
SiSEC08,Listener_53,male_inst_sim_3,Algo25,30
SiSEC08,Listener_53,male_inst_sim_3,Algo27,34
SiSEC08,Listener_53,male_inst_sim_3,Algo30,32
SiSEC08,Listener_53,male_inst_sim_3,Algo32,22
SiSEC08,Listener_53,male_inst_sim_3,Algo34,26
SiSEC08,Listener_53,male_inst_sim_3,anchor,16
SiSEC08,Listener_53,male_inst_sim_4,orig,100
SiSEC08,Listener_53,male_inst_sim_4,Algo8,38
SiSEC08,Listener_53,male_inst_sim_4,Algo21,36
SiSEC08,Listener_53,male_inst_sim_4,Algo22,46
SiSEC08,Listener_53,male_inst_sim_4,Algo24,44
SiSEC08,Listener_53,male_inst_sim_4,Algo25,30
SiSEC08,Listener_53,male_inst_sim_4,Algo27,42
SiSEC08,Listener_53,male_inst_sim_4,Algo30,42
SiSEC08,Listener_53,male_inst_sim_4,Algo32,28
SiSEC08,Listener_53,male_inst_sim_4,Algo34,32
SiSEC08,Listener_53,male_inst_sim_4,anchor,18
SiSEC08,Listener_53,nodrums_inst_sim_1,orig,100
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo8,38
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo21,36
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo22,54
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo24,30
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo25,32
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo27,28
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo30,32
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo32,26
SiSEC08,Listener_53,nodrums_inst_sim_1,Algo34,22
SiSEC08,Listener_53,nodrums_inst_sim_1,anchor,18
SiSEC08,Listener_53,nodrums_inst_sim_2,orig,100
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo8,34
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo21,34
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo22,46
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo24,32
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo25,32
SiSEC08,Listener_53,nodrums_inst_sim_2,Algo27,36
